id,org_id,name,description,image,background_image,start_date,end_date,status,oprec_link,location,participant_limit,participant_count,is_highlighted,is_organogram,created_at,updated_at
event-117,lembaga-7,Competition Web Dev 2007,"Call ever society sure report easy room. Property against church off miss price teach. Go particular air trial offer director.
Later head inside class result natural who final. Thing kid event friend billion. Pm agreement thing past. Instead military worry resource actually only activity.",https://placekittens.com/800/600,https://placekittens.com/1200/800,2026-10-15T13:46:08.854657,2026-10-16T13:14:45.295759,On going,,Gedung A,167,23,False,True,2026-09-24T10:01:36.203198,2026-09-15T13:46:08.458245
event-118,lembaga-7,Competition Blockchain 2018,"Architecto sapiente nisi adipisci. Sapiente ea odit incidunt. Quis voluptatum magnam fugit ducimus ipsa.
Totam harum itaque omnis modi animi. Distinctio quibusdam consequuntur veritatis occaecati. Aut tempore sit nemo.",https://placekittens.com/800/600,https://dummyimage.com/1200x800,2026-10-24T08:04:18.082149,2026-10-27T21:43:54.998276,Coming Soon,https://www.ud.or.id/,Gedung B,473,76,False,False,2026-09-05T04:18:02.510542,2026-09-24T08:04:18.006297
event-119,lembaga-20,Workshop Data Science 2026,"Training American fine attack. Reality build another official.
Reveal alone despite old picture last talk. City concern college sea keep sport send painting. Letter air across rule hope situation cultural.",https://dummyimage.com/800x600,https://dummyimage.com/1200x800,2027-07-30T23:38:28.526680,2027-08-02T23:01:31.126856,On going,https://www.pd.web.id/,Gedung A,159,58,False,True,2027-07-20T20:34:17.691867,2027-06-30T23:38:28.033049
event-120,lembaga-5,Exhibition Cyber Security 2024,"Molestiae impedit cumque. Eius optio illum necessitatibus eos modi. Vitae dolor saepe explicabo itaque ea soluta nostrum.
Beatae at consectetur quia illum itaque labore.",https://picsum.photos/800/600,https://picsum.photos/1200/800,2026-09-02T00:28:27.888735,2026-09-02T20:33:28.534628,Ended,,Aula Utama,387,67,False,False,2026-08-15T19:00:06.284708,2026-08-05T17:19:46.479927
event-121,lembaga-17,Conference Cloud Computing 1985,"Totam quibusdam impedit inventore ad reprehenderit ex. Dignissimos rem ratione magni aliquam. Sunt magni ipsa magnam.
Nisi nihil repellat iste mollitia minima aspernatur. Et totam iure culpa vel earum non enim. Aperiam dicta animi molestias nam quas.",https://placekittens.com/800/600,https://dummyimage.com/1200x800,2026-09-01T22:05:00.631495,2026-09-05T18:06:18.277060,Coming Soon,http://www.perum.org/,Online (Zoom),423,56,False,True,2026-07-15T01:36:46.233706,2026-08-07T15:34:24.178043
event-122,lembaga-17,Workshop Cyber Security 2019,"Impedit vel laboriosam quasi voluptates dignissimos quia. Ea iusto ad voluptates ducimus quo aliquid a. Dignissimos eveniet odio recusandae ratione consequuntur quisquam quia.
Ex quidem magnam vitae est sapiente animi. Necessitatibus aspernatur odio perspiciatis.",https://picsum.photos/800/600,https://picsum.photos/1200/800,2027-06-06T14:06:23.599954,2027-06-07T03:25:38.707636,Ended,,Gedung B,247,26,True,False,2027-05-05T01:28:16.597993,2027-05-07T14:06:23.325396
event-123,lembaga-13,TechFest IoT 1979,"Earum nemo harum enim magni suscipit accusantium amet. Magnam eligendi sint vitae facilis exercitationem nemo natus.
Temporibus eos ex ipsam. Veritatis eius fugit architecto minus veniam.",https://dummyimage.com/800x600,https://placekittens.com/1200/800,2027-06-25T10:53:48.063962,2027-06-27T12:35:35.694905,Coming Soon,http://www.pd.com/,Online (Zoom),471,28,False,False,2027-05-02T15:13:30.246307,2027-05-26T10:53:48.753466
event-124,lembaga-18,Workshop IoT 1998,"Consider believe race say since ask others. House wife man man voice table reflect. Leave perform field.
Cut well gas success star. Scientist ever real ball miss car level.
Company prepare design way anyone allow. Person some bed anyone show gas. Behavior him clear trip head short party tree.",https://dummyimage.com/800x600,https://placekittens.com/1200/800,2027-07-30T00:36:04.767109,2027-07-30T12:07:26.710762,Ended,https://wilcox.net/,Samarinda,183,42,True,False,2027-07-18T10:41:52.650117,2027-06-30T00:36:04.687009
event-125,lembaga-17,Conference AI 2007,"Rerum minima cumque quam laudantium natus non. Magni corrupti sed fuga. Vero cum nesciunt suscipit.
Accusamus voluptas hic expedita. Mollitia temporibus molestiae qui doloremque neque dignissimos. Error tempora nobis veniam odio labore.",https://picsum.photos/800/600,https://picsum.photos/1200/800,2026-12-21T20:17:08.034741,2026-12-23T10:17:30.151634,Coming Soon,https://www.fox-brown.com/,Lapangan Kampus,344,6,False,True,2026-12-17T00:11:31.532220,2026-11-21T20:17:08.167655
event-126,lembaga-12,Exhibition Web Dev 1975,"Molestias vel sint qui.
Velit illum commodi consectetur cum earum vel. Rerum magni molestiae blanditiis.
Placeat facere veniam laudantium molestias expedita. Beatae blanditiis rerum tempora numquam molestias. Quaerat ea consectetur aperiam.",https://picsum.photos/800/600,https://placekittens.com/1200/800,2027-03-06T09:02:50.663303,2027-03-11T06:09:49.085304,On going,,Aula Utama,295,0,True,False,2027-02-16T09:22:36.540411,2027-02-04T09:02:50.548958
event-127,lembaga-3,Exhibition Web Dev 1983,Unde quaerat mollitia laboriosam. Expedita autem cum sunt incidunt ab voluptas perspiciatis. Eaque magni minus adipisci illo enim. Distinctio fugit molestias eligendi molestiae.,https://dummyimage.com/800x600,https://picsum.photos/1200/800,2027-05-20T06:25:01.944939,2027-05-24T07:06:25.151226,On going,https://lewis.org/,Online (Zoom),227,40,True,False,2027-04-16T06:33:29.223523,2027-04-20T06:25:01.749192
event-128,lembaga-18,Conference Blockchain 2014,Feel reality position decade. I second report outside building. Move kitchen beautiful ability affect prove. Fight others tough energy ask minute several leader.,https://dummyimage.com/800x600,https://placekittens.com/1200/800,2026-11-17T23:29:32.157690,2026-11-19T04:39:01.764741,Ended,,Bontang,412,91,False,False,2026-10-11T20:03:32.381711,2026-10-18T23:29:32.059194
event-129,lembaga-10,Conference Cloud Computing 1993,Ad iusto numquam magni temporibus qui. Laboriosam nostrum id at. Maiores iste ad quos sequi esse aspernatur.,https://picsum.photos/800/600,https://picsum.photos/1200/800,2026-10-11T01:09:16.185373,2026-10-14T11:17:53.355235,Ended,,Ruang Seminar,359,96,False,True,2026-08-19T11:30:03.004333,2026-09-11T01:09:16.578375
event-130,lembaga-11,TechFest Cyber Security 1998,Tempora voluptatum laudantium a magnam fuga error deserunt. Tempore quam corporis sequi. Exercitationem repellat ipsam blanditiis non incidunt. Illo voluptate aperiam aperiam officia molestias quis.,https://dummyimage.com/800x600,https://picsum.photos/1200/800,2027-04-25T05:12:40.329231,2027-04-28T03:34:06.763100,On going,,Aula Utama,372,98,True,True,2027-03-17T22:43:05.826509,2027-03-26T05:12:40.567397
event-131,lembaga-6,Exhibition Mobile 2022,"Consequatur reprehenderit iste eligendi aspernatur. Occaecati explicabo in temporibus quas ipsa.
Aperiam quia mollitia magni sunt. Dolorum nesciunt labore modi nostrum incidunt dolorum sint.",https://dummyimage.com/800x600,https://picsum.photos/1200/800,2026-09-14T17:23:30.893557,2026-09-17T09:52:06.401250,Coming Soon,,Lab Komputer,210,91,False,True,2026-09-13T06:02:38.433031,2026-08-15T17:23:30.545118
event-132,lembaga-5,Competition IoT 2002,"Manager suddenly sort us certain management central. Already number provide hour bag national. Despite fall than.
Enter number individual during. Rule claim stage kitchen learn decade alone. High administration wide represent television.",https://placekittens.com/800/600,https://picsum.photos/1200/800,2026-08-11T04:40:13.930712,2026-08-13T04:21:47.167092,On going,,Online (Zoom),477,18,False,False,2026-08-03T03:45:13.376780,2026-08-02T17:15:56.041547
event-133,lembaga-16,Conference IoT 2002,"Atque quis omnis excepturi iure labore earum. Rerum laudantium quidem nostrum voluptate molestiae harum. Accusantium non maxime itaque nostrum dicta deleniti.
Architecto natus dicta cum. Voluptatem nesciunt ipsam nihil saepe.
Nesciunt nobis quod doloremque. Fuga est id harum aut officia.",https://picsum.photos/800/600,https://picsum.photos/1200/800,2026-11-12T00:21:05.685868,2026-11-14T16:38:37.664759,Coming Soon,,Gedung B,471,3,False,True,2026-10-10T12:38:56.783330,2026-10-13T00:21:05.927276
event-134,lembaga-6,Workshop IoT 1976,"Qui aliquam quos quas eveniet excepturi quas. Dolorum suscipit facilis sed unde eveniet.
Numquam possimus mollitia illo maxime numquam rerum. Tempore eaque consequuntur deserunt distinctio quaerat sapiente. Aperiam in velit explicabo.",https://dummyimage.com/800x600,https://dummyimage.com/1200x800,2026-07-24T20:21:52.423945,2026-07-25T18:55:02.420996,Ended,,Gedung B,489,62,False,True,2026-06-14T19:19:58.508857,2026-08-06T20:27:42.628623
event-135,lembaga-15,Exhibition Mobile 2000,"Increase realize east analysis result. Finish city heart water. Civil city news ahead likely American.
Support put true coach throw.
Federal surface concern during above administration. World board high side similar like matter prevent.
Them job task hot under theory entire.",https://dummyimage.com/800x600,https://dummyimage.com/1200x800,2027-01-02T08:33:04.121949,2027-01-04T14:05:07.398719,Ended,,Online (Zoom),50,90,False,True,2026-11-30T14:39:25.501964,2026-12-03T08:33:04.807436
event-136,lembaga-18,Exhibition Mobile 2007,"Type well threat less size truth particular maintain. Moment against entire. Mention effort listen action physical.
Part stuff central pass hospital for. Analysis particular however free phone actually camera.",https://placekittens.com/800/600,https://picsum.photos/1200/800,2027-04-24T22:25:05.956094,2027-04-30T02:56:29.332123,On going,,Ruang Seminar,257,68,True,False,2027-03-16T00:57:37.575096,2027-03-25T22:25:05.218091
event-137,lembaga-1,Conference Cyber Security 1986,"Town student produce rather. So theory yes leave general maybe few.
Figure still sell show benefit road leg. Reach type care who.
Finish measure trouble executive. Though sell indeed back game question worker. Look change middle industry including successful.",https://picsum.photos/800/600,https://placekittens.com/1200/800,2026-08-28T03:32:50.272785,2026-08-29T19:19:43.909254,Coming Soon,http://www.ud.gov/,Online (Zoom),353,81,False,True,2026-07-17T15:18:15.230207,2026-08-06T07:34:01.577366
event-138,lembaga-12,Hackathon AI 1971,"A that opportunity hear season whom big my. Who federal different several serious.
Plant chance work third church. Industry feeling model two nature discover science red.
Nation draw it tax draw. Social we friend nation next foreign magazine word.",https://placekittens.com/800/600,https://picsum.photos/1200/800,2027-01-08T04:55:31.676550,2027-01-09T15:07:03.025207,Coming Soon,,South Jennatown,425,60,False,False,2026-12-20T13:25:50.266977,2026-12-09T04:55:31.866257
event-139,lembaga-1,Conference Cyber Security 1971,"Institution life event help live interest. Card each sit sense allow.
Sell whether maybe prepare. Cold environment administration approach see Congress.
Heavy us itself international oil. Local idea picture account whole. Feel technology information green they.",https://placekittens.com/800/600,https://picsum.photos/1200/800,2026-08-30T13:51:50.081651,2026-09-02T06:48:51.017893,Ended,http://www.arellano.com/,Online (Zoom),68,95,False,False,2026-07-18T21:17:56.583506,2026-08-05T08:22:54.359943
event-140,lembaga-9,Competition Cyber Security 1981,"If guess low call professor. Agree look adult describe goal high everyone.
Little risk suggest mind. Whatever travel program improve. Probably fund sit little production.
Truth someone site suggest science executive.",https://placekittens.com/800/600,https://placekittens.com/1200/800,2027-02-16T10:36:00.922955,2027-02-17T00:52:11.947573,Ended,https://www.cv.mil.id/,Lab Komputer,304,28,False,True,2027-01-20T06:17:17.132235,2027-01-17T10:36:00.643297
event-141,lembaga-11,Exhibition Cloud Computing 1979,"Impedit voluptates fugit blanditiis nemo minima aspernatur ratione. Fuga non eius numquam aut qui maiores. Suscipit quisquam iure laudantium.
In hic culpa sit ea laboriosam. Enim vero officia voluptatem.",https://placekittens.com/800/600,https://placekittens.com/1200/800,2027-02-15T05:09:27.401123,2027-02-18T17:57:10.226365,Ended,,Lab Komputer,313,95,False,False,2027-02-04T20:19:02.385729,2027-01-16T05:09:27.570295
event-142,lembaga-8,TechFest Data Science 1981,"Dicta voluptatem deleniti occaecati. Officia possimus laborum vero. Amet nulla officia omnis quidem.
Dignissimos consequuntur odit neque. Perferendis ipsum eum officiis beatae pariatur. Beatae odio libero in.",https://placekittens.com/800/600,https://placekittens.com/1200/800,2027-02-19T07:54:33.271845,2027-02-21T00:13:32.567754,Ended,,Aula Utama,198,44,False,False,2027-02-16T10:39:20.303092,2027-01-20T07:54:33.279791
event-143,lembaga-16,Exhibition Cyber Security 2013,"Impedit expedita maiores consectetur. Voluptatibus excepturi enim aliquid repellendus. Quibusdam laboriosam quam nulla hic minima ut.
Modi soluta velit. Tempore culpa expedita quod voluptatum.
Fuga dolores odit quisquam. Vel veritatis maxime totam iusto debitis at.",https://picsum.photos/800/600,https://picsum.photos/1200/800,2027-05-26T09:27:51.631285,2027-05-27T05:44:31.877503,On going,,Aula Utama,85,32,False,True,2027-05-20T16:50:06.601346,2027-04-26T09:27:51.258074
event-144,lembaga-3,Competition IoT 1979,"Rem deserunt aut. Exercitationem nihil iure natus consequatur. Ab labore assumenda commodi eos deleniti.
Vero reprehenderit occaecati aut. In facere earum enim atque excepturi omnis. Distinctio aspernatur quae quo quidem.",https://picsum.photos/800/600,https://picsum.photos/1200/800,2027-07-30T06:48:47.866846,2027-08-01T12:03:41.549379,On going,,Gedung B,96,49,False,True,2027-06-18T12:01:45.907930,2027-06-30T06:48:47.396584
event-145,lembaga-9,Exhibition Cyber Security 2024,"Important help entire worry event administration. Eat show around make yard catch. Bar market century forget.
Garden but opportunity experience score election. Just should forget answer series friend your room.",https://placekittens.com/800/600,https://dummyimage.com/1200x800,2027-01-12T14:05:00.071579,2027-01-15T07:06:27.329730,Ended,,New Zachary,379,97,False,True,2026-11-26T21:39:29.496316,2026-12-13T14:05:00.760341
event-146,lembaga-2,Bootcamp IoT 1974,"Human easy task enjoy well recognize. Leave friend something herself meet.
Growth work or bank picture thank cell. Let thought which research.
Cost foot four great here. Event Mrs different its parent old car. Soon physical product.",https://placekittens.com/800/600,https://placekittens.com/1200/800,2026-11-28T01:30:03.646923,2026-11-30T04:47:08.959003,Ended,http://www.pt.sch.id/,Aula Utama,237,5,False,False,2026-10-17T18:06:52.019768,2026-10-29T01:30:03.441109
event-147,lembaga-6,Hackathon Data Science 2001,"Dolore tempore similique placeat necessitatibus dolorem. At aspernatur quis sed deleniti nostrum.
Laboriosam fuga fugiat distinctio quibusdam est ea cupiditate. Itaque non quibusdam nesciunt. Voluptates perspiciatis vitae voluptatum.",https://dummyimage.com/800x600,https://picsum.photos/1200/800,2027-06-07T13:28:47.250408,2027-06-10T03:51:55.207574,Coming Soon,,Online (Zoom),451,4,True,True,2027-05-04T11:27:10.691272,2027-05-08T13:28:47.388174
event-148,lembaga-20,Conference Data Science 2014,"Effort author able this. Possible open lot again.
Education go life describe daughter best.
Next avoid child will human. Wall from reach with million product together.
Trip effort find perform range continue assume work. Guy book before into. Article show drive realize design audience.",https://placekittens.com/800/600,https://placekittens.com/1200/800,2027-07-19T06:53:19.570050,2027-07-19T15:54:03.650886,Coming Soon,,Ruang Seminar,190,55,False,False,2027-05-31T02:42:12.836571,2027-06-19T06:53:19.868593
event-149,lembaga-16,Exhibition Cyber Security 2020,"Model ten early pull.
Suffer guess style issue clearly local. Whether kitchen though.
Among card cover.
Worker right explain but close door. Natural four establish point.
Drug PM sing commercial billion best base. Mean he way finally card agreement color.",https://placekittens.com/800/600,https://picsum.photos/1200/800,2026-10-11T23:56:01.883658,2026-10-13T23:50:44.243555,On going,http://goodman.com/,Lab Komputer,349,6,False,True,2026-09-18T14:45:53.442146,2026-09-11T23:56:01.280283
event-150,lembaga-19,Bootcamp Blockchain 1980,"Magnam exercitationem accusantium aspernatur repudiandae. Ea non modi similique maiores eaque ipsam.
Doloribus repellendus asperiores animi. Laborum quaerat dolorem sequi.
Praesentium numquam dolorem doloribus dolorum nisi. Animi dolorum facere.
Error culpa fugiat alias voluptatum dicta sit odit.",https://placekittens.com/800/600,https://placekittens.com/1200/800,2026-08-02T07:59:03.270334,2026-08-03T16:02:34.487594,Ended,,Aula Utama,429,32,True,False,2026-06-26T05:55:19.869632,2026-07-12T09:48:18.534801
